id,graduation,university_course,university,profession,activity,company,city,state,P1,P2,P3,P4,P5,P6
0x1F4E5A4EECB6BB35760E26D20B71FAD56D7821AB,Bacharelado,Administração de Empresas,UNIVERSIDADE ESTÁCIO DE SÁ,Analista Pleno,Análise de Governança e Compliance,Unimed,NULL,NULL,4,TRUE,TRUE,2,Saint Paul,TRUE
0x20B942BDC6320B29121E53C66778C0834D16D176,Licenciatura,HISTÓRIA,PUC PR,Analista Junior,"Emissão e faturamento - Célula de Atendimento Regulatório - NIP, Ouvidoria e Jurídico. Saúde, Odonto e Vida.",Seguros Unimed,NULL,NULL,0,TRUE,TRUE,4,Minha empresa - benefício LITpass,FALSE
0x22532EB6C8A984F5587505EDEC07DDA59E8B80C6,Especialização,ANALISE E PROJETOS DE SISTEMAS,UNIVERSIDADE PAULISTA,CEO,,C,NULL,NULL,4,TRUE,FALSE,4,Saint Paul,TRUE
0x25D43C13DE76BE3D7D4F2C5D421487404CF3A98E,Especialização,Ciência e Economia,UNIVERSIDADE PRESBITERIANA MACKENZIE,Analista Pleno,Desenvolvimento de projeções e calculo de reservas matemáticas,UNIMED Seguros,NULL,NULL,0,TRUE,FALSE,2,Minha empresa - benefício LITpass,FALSE
0x261CD9719F5F4B56C6FF8EC3AEC6F69014405D3C,Licenciatura,ADMINISTRAÇÃO,Fundação Getulio Vargas,Estagiário,,Itau bba,NULL,NULL,1,FALSE,TRUE,2,Google,TRUE
0x2655CD861E56126EE3AA0F05A0235442290D8270,MBA,MBA em Marketing,ESPM,Analista,,PETZ,NULL,NULL,0,FALSE,TRUE,0,Saint Paul,FALSE
0x2791D46BFD718BBABE861B8E791B078188493A26,SEM FORMAÇÃO,,,Analista,,Bom Jesu Agropecuária,NULL,NULL,4,FALSE,TRUE,2,Minha empresa - benefício LITpass,TRUE
0x073DEEA557FD448A44E28B7D752CDD88922A7D9D,Bacharelado,DIREITO,UNIVERSIDADE PRESBITERIANA MACKENZIE,Advogado,,Abe Giovanini Advogados,NULL,NULL,1,FALSE,TRUE,2,Linkedin,TRUE
0x08CED08D92CA152F057A929477A50619432418F9,SEM FORMAÇÃO,,,Analista Senior,Desenvolvo sistemas do banco.,Banco PAN S/A,NULL,NULL,0,FALSE,FALSE,0,Minha empresa - benefício LITpass,FALSE
0x0B643C047D999E894F78D0B9A1153F91AED4DF4B,SEM FORMAÇÃO,,,SEM EXPERIÊNCIA,,,NULL,NULL,0,FALSE,FALSE,0,YouTube,FALSE
0x0C9E25492E8AFEB2D92B58D0AB4F422507484CAA,Bacharelado,ADMINISTRAÇÃO,UNIVERSIDADE ANHEMBI MORUMBI,Estagiário,Contato direto com empresas,Santander,NULL,NULL,2,FALSE,TRUE,1,Minha empresa - benefício LITpass,TRUE
0x0EAC2621D33E3A15AE10EA68A06BE132392D74E7,MBA,gestao empresarial,cedepe,Gerente,ATUO COMO GERENTE DE RELACIONAMENTO PRIVATE . CLIENTES ALTA RENDA COM PERFIL INVESTIDOR,BANCO SAFRA,NULL,NULL,0,TRUE,TRUE,0,Outros,FALSE
0x14B2D9F3877916E5A58F0AEC76E0D5140351D323,Bacharelado,ENGENHARIA CIVIL,Unifor,Estagiário,estágio,normatel,NULL,NULL,0,FALSE,FALSE,0,Saint Paul,FALSE
0x15C5D8F82F589089BA52E424967677146C0CF7C6,Bacharelado,ENGENHARIA MECÂNICA,UNIVERSIDADE SÃO FRANCISCO,Coordenador,"- Coordenação de Projetos de implantação industrial Green / Brow Field.  - Liderança de time de engenharia multidisciplinar na elaboração de projetos conceituais, básicos e executivos. - Controle e supervisão dos serviços em campo.",ARC Controle de Investimentos Ltda,NULL,NULL,4,TRUE,TRUE,2,Linkedin,TRUE
0x1C093532538C1C29252954C5B02F148ED050B1AF,Bacharelado,ENGENHARIA FLORESTAL,UNIVERSIDADE FEDERAL DE LAVRAS,Coordenador,,TTG Brasil Investimentos Florestais Ltda.,NULL,NULL,4,TRUE,TRUE,4,Saint Paul,FALSE
0x25807E5DDC383416BB19912E98E7BFBF295F7DD9,Mestrado Profissional,Gestão Internacional,ESCOLA DE ADMINISTRAÇÃO DE EMPRESAS DE SÃO PAULO,Consultor,"Associate in the firm’s global Client Service Team and focused on connecting professionals at the world’s leading investment funds, advisory firms and corporations with the insight and expertise they",AlphaSight,NULL,NULL,3,TRUE,TRUE,4,Saint Paul,FALSE
0x3AEF4968C71FDC554D3959DF56D4EEE442FB8133,Bacharelado,ADMINISTRAÇÃO DE EMPRESAS,UNIVERSIDADE PAULISTA,Analista Pleno,Sou formada em administração de empresas e atualmente trabalho como analista fiscal.,Totvs S.A,NULL,NULL,2,TRUE,TRUE,1,Outros,TRUE
0x3C6A64FE59EEA4249FEBE3BAA3C133641BEDDD77,Bacharelado,Ciência e Economia,UNESP,Assistente,Gestão financeira e administrativa,E-commerce,NULL,NULL,0,FALSE,TRUE,0,Outros,TRUE
0x3CB035BBEF7EF1AE90DE1BAF93112723DD3BF255,Bacharelado,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,FIAM-FAAM - CENTRO UNIVERSITÁRIO,Assistente,Assistente comercial.,Saint Paul,NULL,NULL,3,FALSE,TRUE,2,Saint Paul,TRUE
0x3D7EC330B21D3EC70A05C717E195B820D6A95D69,Especialização,Marketing,FACULDADE IBMEC,Gerente,,Correios,NULL,NULL,4,FALSE,TRUE,3,"Mídia (revista, jornais, sites)",TRUE
0x3EE3610906135AED0D1FE2EE253469D8825BE112,Bacharelado,ODONTOLOGIA,SLAMANDIC,SEM EXPERIÊNCIA,,,NULL,NULL,0,FALSE,FALSE,0,Google,FALSE
0x409138E21328A83A68729F10626D81CCC484D552,Pós Graduação,Logística Integrada,FACI - Faculdade Ideal,Diretor,Diretoria de Operações,ITW Polymers & Fluids,NULL,NULL,4,TRUE,TRUE,4,Minha empresa - benefício LITpass,TRUE
0x40F13EEDBC864A4D654350D791CDDB9332DC7626,Bacharelado,PSICOLOGIA,UNIVERSIDADE PAULISTA,Gerente,,Accenture,NULL,NULL,4,TRUE,TRUE,1,Saint Paul,FALSE
0x43D66CDA2E4915FD771307413990C13BA6B971AB,Bacharelado,Ciência e Economia,Fundacao santo andre,Analista,Trabalho com Seguros de Transportes,SOMPO SEGUROS,NULL,NULL,1,TRUE,TRUE,1,Outros,TRUE
0x44AE28EEC158D6DE7894768B78526FE7576A5201,Especialização,BANKING - MERCADO DE CAPITAIS,FACULDADE PRESBITERIANA MACKENZIE RIO,Consultor,SOU GESTORA DA EQUIPE DE ADVISOR REMOTO DO SAFRA,BANCO SAFRA,NULL,NULL,1,FALSE,TRUE,4,Minha empresa - benefício LITpass,TRUE
0x481D21A58209279CE2F9308DA37B1D85EA00B0AC,Bacharelado,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,Faculdade Estácio de Sá de Santa Catarina,Gerente,,Sábios Inovação e Inteligência,NULL,NULL,0,FALSE,TRUE,0,Saint Paul,FALSE
0x0800A856879A7708903196CF983DF26B25B0E76B,Especialização,Gestão de Projetos,INSPER INSTITUTO DE ENSINO E PESQUISA,Outros,Atualmente sou Chefe de Gestão de Finanças na Diretoria de Tecnologia da PM,Policia Militar do Estado de São Paulo,NULL,NULL,0,FALSE,TRUE,0,Saint Paul,FALSE
0x0E0FF5B5B4B02456ADF40EF1CEF02AACF5734D4A,Bacharelado,QUÍMICA,UNIVERSIDADE ESTADUAL DE CAMPINAS,Especialista,,BRF.SA,NULL,NULL,4,TRUE,TRUE,3,Saint Paul,TRUE
0x0EBD9CF5C7D426A5608ECECA44B75A30610BEB83,Exchange Programme,"Hospitality, Travel and Tourism",Edinburgh College,Supervisor,"- Gestão de indicadores operacionais (Nível de Serviço, TMA, TMO, Pausas, dentre outros); - Campanhas Motivacionais (mapeamento de requisitos, criação, implementação e consolidação de resultados); - Treinamentos de novos produtos e reciclagens.",AXA Assistance Brasil,NULL,NULL,4,TRUE,TRUE,2,Saint Paul,TRUE
0x0F3C1AF90524E5BAD807486A4439F2A207A4256B,Especialização,Controladoria Financeira,Faap,Sócio/ Dono / Proprietário,,GC3 Transações e Participações Imobiliárias Ltda,NULL,NULL,0,FALSE,TRUE,0,Outros,FALSE
0x10BDAE9E1BB7F68AB8D973AA674B3C31D97CA40A,Bacharelado,Administração  de Empresas,Fundação Getúlio Vargas - Escola de Administração de Empresas de São Paulo,SEM EXPERIÊNCIA,,,NULL,NULL,4,TRUE,TRUE,4,Instagram,TRUE
0x12174AD4C5AF8250FA3F52C390FC300E6960A6B2,Mestrado Profissional,ADMINISTRAÇÃO,PUC MG,Vice-presidente,"Ultima posição era de Regional Head Pigments Business. Ao longo da carreira assumi vários cargos em Gestão de Negócios, Vendas, Marketing e Finanças principalmente  na indústria Química.",Clariant,NULL,NULL,0,FALSE,FALSE,0,Saint Paul,FALSE
0x12D95F5113634BC95E3A2C3E795182033FFD5F02,Tecnólogo,TECNOLOGIA EM GESTÃO HOSPITALAR,UNIVERSIDADE NOVE DE JULHO,Analista Junior,"Contas Médicas, Recurso de Glosa e Faturamento.",Seguros Unimed,NULL,NULL,4,TRUE,TRUE,2,Minha empresa - benefício LITpass,FALSE
0x13B0BA0AF096D44CDAFF670677BF60AFD3237984,MBA,Finanças,UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL,Analista Junior,Analista de Precificação de Leasing e Locação de veículos,Banco Rodobens,NULL,NULL,0,TRUE,TRUE,1,Saint Paul,TRUE
0xAB68C2CF1BAB373043504D3EDDD4B2E5BD4A6199,Pós Graduação,"Finanças, Investimento e Banking",PUCRS,Analista Pleno,Modelagem Financeira de Negócios (DCF) Análise de Performance de Projetos Report para Controladoria e FP&A Análise de DRE Apresentação de Projetos para Diretoria e Acionistas Apoio aos Superintendente,Indigo Group,NULL,NULL,4,TRUE,TRUE,3,Linkedin,TRUE
0xACF75966375E9E8D5F92315AD511030034208585,Bacharelado,ADMINISTRAÇÃO,Multivix,Analista Junior,,Prysmian Cabos e Sistemas,NULL,NULL,0,TRUE,TRUE,2,Minha empresa - benefício LITpass,TRUE
0xB1F3585E087E385414B901AF46E0FAB10D4F65FA,Bacharelado,ADMINISTRAÇÃO,UNIVERSIDADE PAULISTA,Gerente,Gerente Geral com 23 anos de experiencia no mercado financeiro.  Hoje sou Gerente geral na Safra com foco em investimentos .  Possuo certificado CFP®,Banco Sara,NULL,NULL,1,FALSE,TRUE,4,Minha empresa - benefício LITpass,TRUE
0xB3D0B1EA67333B98957730FD3E0ECCA33B2F6134,Tecnólogo,TECNOLOGIA EM GESTÃO FINANCEIRA,UNIVERSIDADE FEEVALE,Assistente,,Nelogica,NULL,NULL,4,FALSE,TRUE,3,Instagram,TRUE
0xB655ECE91ADEE3722EBA0E2C7592F5E418DB6AC5,Bacharelado,Administração,FMU,SEM EXPERIÊNCIA,,,NULL,NULL,4,TRUE,TRUE,2,Minha empresa - benefício LITpass,TRUE
0xB86378075FB7AFD8DE62DB6C16EEA06DDCAC70EF,Bacharelado,Comércio Exterior,Universidade do Grande ABC,Gerente,"Trabalhando como Gerente de Contratos com larga experiência em empresa multinacional, há mais de 18 anos. Responsável pela gestão de pós vendas mercados doméstico e exportação das unidades de négócios de TELECOM, BUs CCU, OPT, OPGW e MMS.",Prysmian Cabos e Sistemas do Brasil S.A.,NULL,NULL,4,TRUE,TRUE,2,Minha empresa - benefício LITpass,TRUE
0xB9700F12702BF5F2A0B6FF1DB126008DFFFE9545,Especialização,Psicologia Organizacional,UNIVERSIDADE PAULISTA,Analista,Consultora Interna de RH,Cyrela Brazil Realty,NULL,NULL,3,TRUE,TRUE,3,Google,TRUE
0xBA11BA4AFF85E358978F25065D1F5C7A085D6795,Especialização,Gestão Estratégica de Processos de Negócio,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,Outros,"Técnico Judiciário, especialidade em Técnico de Informática",Tribunal de Justiça do Estado do Amapá,NULL,NULL,4,TRUE,TRUE,4,"Mídia (revista, jornais, sites)",TRUE
0x1C322FEBED0830B992C7ACF9A3E008C84529372C,SEM FORMAÇÃO,,,Diretor,Gestão Geral da planta de produção,Trelleborg,NULL,NULL,0,FALSE,FALSE,0,Linkedin,FALSE
0x1C460B55A918B962F432653C3C7CADC038058734,Bacharelado,CIÊNCIAS CONTÁBEIS,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,Gerente,"Construí carreira profissional cosolidada em mais de 12 anos de experiência na gestão comercial de Instituição Financeira de grande porte, com destaque para alta competência no atendimento e satisfação de clientes segmentados.",Banco Safra,NULL,NULL,1,TRUE,TRUE,2,Saint Paul,TRUE
0x1CCB5F9CE3128F21842C1E37806A2392B724E3EA,Bacharelado,ADMINISTRAÇÃO,Uni Santana,Gerente,GERENTE DE RELACIONAMENTO,BANCO SAFRA,NULL,NULL,4,FALSE,TRUE,4,Minha empresa - benefício LITpass,FALSE
0x1EA4D752456398F313BAF0C1F0FBE597C8DE4A60,Bacharelado,CIÊNCIAS ECONÔMICAS,UNIVERSIDADE CIDADE DE SÃO PAULO - UNICID,SEM EXPERIÊNCIA,,,NULL,NULL,4,TRUE,TRUE,4,Saint Paul,TRUE
0x1EA4D752456398F313BAF0C1F0FBE597C8DE4A60,Pós-Graduação,GESTÃO PÚBLICA EM CONTROLADORIA,Fundação Escola de Comércio Álvares Penteado - FECAP,Analista,Técnico administrativo na área financeira.,FUNDAP,NULL,NULL,4,TRUE,TRUE,4,Saint Paul,TRUE
0x1FDD5162BAFFB881C1E7F7A328E28C1AE346F628,Bacharelado,ENGENHARIA CIVIL,UNIVERSIDADE PRESBITERIANA MACKENZIE,Coordenador,,W1 Group Brasil,NULL,NULL,2,TRUE,TRUE,3,Minha empresa - benefício LITpass,FALSE
0x23269AEBA9714F480A9DC3288667FB17DA814FBC,Especialização,GESTÃO EMPRESARIAL,FACULDADE PRESBITERIANA MACKENZIE RIO,Gerente,,BANCO SAFRA,NULL,NULL,0,TRUE,TRUE,4,Minha empresa - benefício LITpass,FALSE
0x2816EA4EDD21439DD60534564FE087BBFDC83448,Bacharelado,Comercio Exterior,UNIVERSIDADE PRESBITERIANA MACKENZIE,Especialista,"A área de crédito na Avon é extremamente dinâmica e com grande responsabilidade, pois pode impactar de forma positiva ou negativa os principais indicadores da empresa. Necessito buscar conhecimento de forma estratégica para contribuir cada vez mais",Avon Cosméticos Ltda,NULL,NULL,2,FALSE,TRUE,4,Outros,TRUE
0x126F8101F1085C07D07265F129671A6142AE3EC0,BACHAREL,ADMINISTRAÇÃO DE EMPRESAS,UNINOVE,Analista Junior,"Tratativas de ocorrências; Atendimento direto ao cliente; Agendamentos, cadastro; Cotações de frete; Desenvolvimento acompanhamento de projetos; Planejamento operacional; Avaliações de relatórios.",SIMPRESS COMERCIO E LOCAÇAO LTDA,NULL,NULL,0,FALSE,TRUE,0,Minha empresa - benefício LITpass,FALSE
0x159DF5ADF6C6ADB4347CCADF4F22CEC370A4042C,Bacharelado,ENGENHARIA DE PRODUÇÃO,Puc Minas,Estagiário,Estágio em Logistica e planejamento de produção,Prysmian,NULL,NULL,2,FALSE,TRUE,0,Minha empresa - benefício LITpass,TRUE
0x1653C8325EA4717AA38C5CBFBF68C98A9BF97E4C,Extensão,Finanças,COPPEAD-UFRJ,Analista Pleno,"Responsável pelo fechamento do resultado financeiro da área de projetos, controle dos custos, formação de preço, controle de despesas de viagens dos projetos; Elaboração Orçamentária dos projetos, etc",Energética - Indústria e Comércio Ltda,NULL,NULL,1,TRUE,TRUE,3,Saint Paul,TRUE
0x19FCDF51CDC9D68853241140A93B6ADBCB21A37E,Bacharelado,Relações Públicas,FAAP - Fundação Armando Álvares Penteado,Coordenador,"Há mais de 15 anos atuo como Relações Públicas dentro da construção civil. Participei como responsável pela área de Comunicação Social de obras extremamente importantes para a cidade de São Paulo: Linhas 4, 5 e 6 do Metrô de São Paulo e Rodoanel Sul.",CONSÓRCIO SOUZA COMPEC COPLAN,NULL,NULL,4,TRUE,TRUE,4,Saint Paul,TRUE
0x1AE064D3333A4562566433C5A453745BC9A7AEA0,Bacharelado,Ciência e Economia,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,Superintendente,"Atualmente, superintendente de relacionamento comercial com corretoras e empresas do agronegócio",B3,NULL,NULL,0,TRUE,TRUE,0,Saint Paul,FALSE
0x1CDF0E9A4ED84EB107BB8DE160515EDE97B5AD4C,MBA,"Finanças, Investimentos e Banking",PUCRS,Gerente,,Banco Santander Brasil S/A,NULL,NULL,0,TRUE,TRUE,0,Saint Paul,FALSE
0x1EA4D752456398F313BAF0C1F0FBE597C8DE4A60,Bacharelado,CIÊNCIAS CONTÁBEIS,UNIVERSIDADE PAULISTA - UNIP,Analista,Técnico administrativo na área financeira.,FUNDAP,NULL,NULL,4,TRUE,TRUE,4,Saint Paul,TRUE
0x198FE21DCC4CEC4438C5211462D2F6CC243B887A,SEM FORMAÇÃO,,,SEM EXPERIÊNCIA,,,NULL,NULL,2,FALSE,FALSE,4,Outros,FALSE
0x1C452F825CFECFB22B8C6A3D3B16C856DC772DA7,Bacharelado,Engenharia Quimica,USP,Analista Junior,,Colgate,NULL,NULL,2,TRUE,TRUE,2,Linkedin,TRUE
0x1DC40D0A5B0C215770CE458AD5E71BF1E6B7232F,Bacharelado,ENGENHARIA DE PRODUÇÃO,Faculdade Anhanguera de Tecnologia de Jundiaí,Engenheiro,,Reuuntabras,NULL,NULL,1,FALSE,TRUE,2,Outros,TRUE
0x1EA4D752456398F313BAF0C1F0FBE597C8DE4A60,MBA,Gestão de Contas Públicas,CENTRO UNIVERSITÁRIO BRAZ CUBAS - UBC,SEM EXPERIÊNCIA,,,NULL,NULL,4,TRUE,TRUE,4,Saint Paul,TRUE
0x21D6811411F66DACB14E33993B6745C704C71BDF,Mestrado,Administração de Empresas,PUC /SP,Consultor,Responsável pela área de conteúdo da consultoria.,Nexialistas,NULL,NULL,0,FALSE,FALSE,0,Saint Paul,FALSE
0x238CC0D283B74CE737008AC3830BE24395814B9E,Tecnólogo,TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO,Faculdade de Tecnologia de Barueri,SEM EXPERIÊNCIA,,,NULL,NULL,4,TRUE,TRUE,3,Linkedin,FALSE
0x2413F2B18ED92622665F2B02FC4C93B697219568,Bacharelado,ADMINISTRAÇÃO,UNIVERSIDADE FEDERAL DO ESPIRITO SANTO,Analista Senior,,PRYSMIAN CABOS E SISTEMAS DO BRASIL,NULL,NULL,4,TRUE,TRUE,1,Minha empresa - benefício LITpass,TRUE
0x2444A54C0CF4737D094162DD47C74527FFE30283,Bacharelado,ENGENHARIA MECÂNICA,UNIVERSIDADE POSITIVO,Estagiário,• Sensoriamento de fornos de brasagem; • Controle dos índices de refugo e retrabalho; • Balanceamento de linha: análise de tempos e método de processos na fabricação de radiadores e condensadores; • Elaboração e revisão de documentação de processos;,Denso do Brasil,NULL,NULL,4,FALSE,TRUE,4,Instagram,TRUE
0x25293F2761D658CC70C19515861842D712751BDC,MBA,Finanças e Controladoria,Universidade de São Paulo,Coordenador,,Sanofi,NULL,NULL,4,FALSE,TRUE,1,Saint Paul,TRUE
0x27FD7E9C81A467080A933B603AB7157DA7488314,Bacharelado,Ciência e Economia,FMU,Controller,,Stelo S.A.,NULL,NULL,3,FALSE,TRUE,4,Outros,TRUE
0x684D6202D834F369029EA1B95226997CB30936DD,SEM FORMAÇÃO,,,SEM EXPERIÊNCIA,,,NULL,NULL,0,FALSE,FALSE,0,Outros,FALSE
0x6AF8F1A81813B64B05A346B84C4E89D3A828EE81,Especialização,GERENCIAMENTO DE OBRAS,UNIVERSIDADE DE FORTALEZA,Gerente,"Responsável pelo planejamento estratégico e elaboração de orçamentos para tomada de decisões junto à diretoria. Gerenciamento e controle financeiro, contas a pagar e a receber, departamento pessoal. Elaboração e apresentação de relatórios gerenciai",OFICINA DA CEVADA LTDA,NULL,NULL,2,TRUE,TRUE,4,Saint Paul,TRUE
0x6B96606A892D2AD2831628E72C507776686C0C47,Bacharelado,ENGENHARIA DE PRODUÇÃO,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL INACIANA PE SABÓIA DE MEDEIROS,SEM EXPERIÊNCIA,,,NULL,NULL,0,FALSE,FALSE,0,Linkedin,FALSE
0x6BFDADF17B34FF71C0F606A956F0813251EAAF59,Bacharelado,CIÊNCIAS ECONÔMICAS,UNIVERSIDADE FEDERAL DE SÃO PAULO,SEM EXPERIÊNCIA,,,NULL,NULL,1,TRUE,TRUE,3,Saint Paul,TRUE
0x6DE999F55DC947FB0410B515BDDFF347FE0F0CDA,MBA,Business intelligence,FIAP,Analista Pleno,"Analisar problemas junta as diversas áreas da empresa, propor solução tecnologia ao analisar as regras de negócio envolvidas e acompanhar a implantação.",Seguros Unimed,NULL,NULL,4,FALSE,FALSE,2,Minha empresa - benefício LITpass,FALSE
0x71B4776432DF8E2650968C66D6900ED4C44C6808,Especialização,Gestão de projetos e processos,Unoeste,Auditor,,Caixa,NULL,NULL,4,TRUE,TRUE,2,Instagram,TRUE
0x71B4776432DF8E2650968C66D6900ED4C44C6808,Especialização,Gestão Pública,Avm,Auditor,,CAIXA,NULL,NULL,4,TRUE,TRUE,2,Instagram,TRUE
0x756ADA54E1D964BFDA20FF0BAB69D2B6EA1D5220,Tecnólogo,TECNOLOGIA EM GESTÃO COMERCIAL,Uniasselvi,Gerente,Gestão da Equipe de Vendas,Big Tools Comércio e Representação Ltda,NULL,NULL,4,TRUE,TRUE,4,Outros,TRUE
0x76FA42B942B67E98E885DF71F570557F504B0D38,Licenciatura,PEDAGOGIA,UNIVERSIDADE PITÁGORAS UNOPAR,Analista,Analista Senior,Seguros Unimed,NULL,NULL,3,TRUE,TRUE,1,Minha empresa - benefício LITpass,TRUE
0x0078F5AE025F1993F668F49A9EE32D1C897AD00C,Bacharelado,NUTRIÇÃO,USP,SEM EXPERIÊNCIA,,,NULL,NULL,2,FALSE,TRUE,2,Outros,TRUE
0x0153D28EE71991AB66A405FF6BD3E28BD213D853,MBA,Gestão Empresarial,FGV,SEM EXPERIÊNCIA,,,NULL,NULL,4,TRUE,FALSE,4,Instagram,TRUE
0x053C8F07778EB0F35FF7CBF758AA799F1D86A493,MBA,Finanças,Saint Paul Escola de Negócios,Especialista,,Vindi,NULL,NULL,4,FALSE,FALSE,4,Saint Paul,FALSE
0x058AEC7A23888E9E07EB3D80F5DE838866688A63,Especialização,Especialização em Business Intelligence,CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB,Superintendente,,BRB,NULL,NULL,1,TRUE,TRUE,1,Outros,TRUE
0x08E97F75B9BC38BE7F5D7469D462EE047D49A209,Bacharelado,ADMINISTRAÇÃO,CENTRO UNIVERSITÁRIO NEWTON PAIVA,Head de unidades de negócio,,DataSprints,NULL,NULL,4,FALSE,FALSE,1,Google,TRUE
0x099E1D0062C06498DDB9DAACC2C37FF62647DAE9,Bacharel,Ciências Contábeis,UERJ,Analista Junior,,Banco Plural,NULL,NULL,0,FALSE,FALSE,0,Minha empresa - benefício LITpass,FALSE
0x0BEE770FAE3D07619DEEFCFE398A02719BC1E84E,Bacharelado,Design de Moda,FACULDADE DE ARTES PLÁSTICAS DA FUNDAÇÃO ARMANDO ALVARES PENTEADO,Trainee,,BF Tecidos e Papéis,NULL,NULL,3,TRUE,TRUE,4,Outros,TRUE
0x0E6ECE2C7C88E71EC2812FB5535D4613A47B7C8D,Bacharelado,ENGENHARIA ELÉTRICA,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO,Analista de Controladoria,,CentralAr.com,NULL,NULL,2,TRUE,TRUE,4,Saint Paul,TRUE
0x1521F20576C17196A53071A139883B057D82A3AD,Bacharelado,Engenharia de Alimentos,UNICAMP,"C-Level: CFO, CMO, CIO, CTO ou outro","Responsável pela Area Financeira, Supply Chain e Rh de duas empresas ana area de tecnologia audiovisual.",Eletro Equip Sistemas Multimidia Ltda e Athie Wohnrath Digital,NULL,NULL,0,FALSE,FALSE,0,Saint Paul,FALSE
0x1521F20576C17196A53071A139883B057D82A3AD,Bacharelado,Engenharia de Alimentos,UNICAMP,"C-Level: CFO, CMO, CIO, CTO ou outro","Responsável pela Area Financeira, Supply Chain e Rh de duas empresas ana area de tecnologia audiovisual.",Eletro Equip Sistemas Multimidia Ltda e Athie Wohnratt Digital,NULL,NULL,0,FALSE,FALSE,0,Saint Paul,FALSE
0x1A4DD5019E10BE33B2DF391B195F0A800AD5A576,Bacharelado,ENGENHARIA QUÍMICA,FACULDADES OSWALDO CRUZ,Analista,,Thutor,NULL,NULL,0,TRUE,TRUE,2,Outros,TRUE
0x1B48EB3F7797888CBEAA89835CD244BFABA382A7,Especialização,Finanças,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,Gerente,"FP&A, Reporting and Consolidation Manager for South America",Atos,NULL,NULL,0,TRUE,TRUE,3,Outros,TRUE
0x1B9681525D82F31BB497DCE67F5403759BB5E04B,MBA,Gestão Financeira de Mercados e de Capitais,FGV,Analista Pleno,Controladoria,MSC do Brasil,NULL,NULL,4,FALSE,TRUE,3,Saint Paul,FALSE
0x1C6C788D17CD2D26847CCEA7B2A760A0FBD33281,Especialização,Mercado Financeiro,FACULDADE DE TECNOLOGIA SAINT PAUL,Analista,Atualmente trabalho trabalho com investimentos na bolsa,Pablo,NULL,NULL,4,TRUE,FALSE,2,Saint Paul,TRUE
0x1EDE270CEC32372295B11B760D7D2F5208D38937,Bacharelado,Publicidade e Propaganda,UNIVERSIDADE DE FORTALEZA,Gerente,,Agência Buli,NULL,NULL,4,FALSE,FALSE,4,Instagram,TRUE
0x22D8D2B1DCA4173C943CA9C602C1C3B23A9C7053,Mestrado Profissional,Marketing,UNIP - UNIVERSIDADE PAULISTA,Gerente,RESPONSAVEL PELA AREA DE FATURAMENTO,Fnazca S&S PUBLICIDADE LTDA,NULL,NULL,4,FALSE,TRUE,4,Saint Paul,FALSE
0x285FADF985B43055F26836305F3324E242379F23,Bacharelado,ADMINISTRAÇÃO,ufsc,Gerente,"Financeiro na Becker Construção Civil, acompanhamento de orçamentos, budget, aplicações financeiras, custos de obras, emissão de boletos",Becker Construção Civil,NULL,NULL,2,FALSE,FALSE,4,Instagram,TRUE
0x2BC56511A7AD19F4ADBF6EBD65FC0A7683DE2C1E,Tecnólogo,Mecatrônica Industrial,FACULDADE DE TECNOLOGIA TERMOMECÂNICA,Analista,Analista de Exportação,Marken,NULL,NULL,4,TRUE,TRUE,3,Outros,TRUE
0x2C35445B2A6B84CBC849A2D89F78AEFFF35C6C3E,Bacharelado,Direito,UERJ,CEO,CEO,Genial Investimentos,NULL,NULL,4,FALSE,FALSE,0,Minha empresa - benefício LITpass,TRUE
0x2F6E0D37F0BE46282194AD5A5CD40C6687434EF8,Bacharelado,ADMINISTRAÇÃO,UNIVAP,SEM EXPERIÊNCIA,,,NULL,NULL,0,TRUE,FALSE,0,Google,TRUE
0x054076C3D806DEB2C07A6741A512710426A96DD3,Bacharelado,CIÊNCIAS ECONÔMICAS,UNIVERSIDADE ESTADUAL DE CAMPINAS,Trainee,,Ericsson,NULL,NULL,4,TRUE,TRUE,4,Saint Paul,TRUE
0x07BBB80672822B46EAD17871235E30D6A39C0425,Bacharelado,Administração de Empresas,UNIVERSIDADE DO VALE DO RIO DOS SINOS,SEM EXPERIÊNCIA,,,NULL,NULL,4,TRUE,TRUE,2,Instagram,TRUE
0x092C3E7E7DD3BD994CFA2D243BE92F8470ADE581,Especialização,Gestão Financeira,UNIVERSIDADE PRESBITERIANA MACKENZIE,Gerente,Gerente de investimentos,Banco Safra,NULL,NULL,4,TRUE,TRUE,4,Saint Paul,TRUE
