id,graduacao,universidade,profissao,organizacao,pretende_fazer_cursos_lit,interesse_mba_lit,importante_ter_certificado,horas_semanais_estudo,como_conheceu_lit,total_modulos,modulos_iniciados,modulos_finalizados,certificados,categoria
,,UFRN,Supervisor,Montadora,0.0,0.0,,10.0,Outros,129.0,25.0,22.0,0.0,perfil2
386383118.0,,FACULDADE ANHANGUERA,Analista,Siderurgica,1.0,1.0,1.0,3.0,Outros,,4.0,1.0,0.0,perfil6
604147922.0,Bacharelado,UEPB,Sócio/Dono/Proprietário,,0.0,0.0,1.0,4.0,Mídia (revista/jornal/web),27.0,3.0,2.0,0.0,perfil6
251117175.0,Especialização,UNIVERSIDADE PRESBITERIANA MACKENZIE,SEM EXPERIÊNCIA,Oleo e Gas,0.0,,1.0,2.0,Mídia (revista/jornal/web),,3.0,2.0,,perfil6
695818789.0,Bacharelado,FGV-RJ,Analista,Estado,1.0,1.0,,10.0,Outros,27.0,8.0,7.0,0.0,perfil5
227998785.0,SEM FORMAÇÃO,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Coordenador,Estado,0.0,0.0,1.0,,Google,35.0,7.0,4.0,0.0,perfil6
,Bacharelado,Unesp,Diretor,Oleo e Gas,0.0,0.0,1.0,2.0,Linkedin,27.0,3.0,1.0,0.0,perfil6
157262647.0,Bacharelado,UNIVERSIDADE CRUZEIRO DO SUL,Advogado,,,0.0,1.0,2.0,Google,54.0,,46.0,0.0,perfil2
,Especialização,UFF,Engenheiro,Laminados,0.0,0.0,1.0,2.0,Google,35.0,,,0.0,perfil2
115566862.0,Bacharelado,,,servicos,0.0,0.0,1.0,2.0,Facebook,27.0,24.0,24.0,0.0,perfil2
424720112.0,MBA,,Analista Senior,Montadora,1.0,1.0,1.0,,YouTube,9.0,6.0,4.0,0.0,perfil6
692453854.0,Licenciatura,FGV-RJ,Assessor,Borracha,0.0,0.0,1.0,4.0,Outros,22.0,,1.0,0.0,perfil6
,Especialização,UFPE,,Siderurgica,1.0,1.0,1.0,5.0,Mídia (revista/jornal/web),39.0,3.0,2.0,0.0,perfil6
913639693.0,,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Sócio/Dono/Proprietário,Laminados,1.0,1.0,1.0,2.0,Minha empresa - benefício LITpass,27.0,,22.0,0.0,perfil2
153733787.0,SEM FORMAÇÃO,FATEC,Gerente,,1.0,1.0,,2.0,Saint Paul,54.0,25.0,20.0,0.0,perfil3
428404076.0,Especialização,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Analista Senior,Entretenimento,1.0,,1.0,10.0,Facebook,55.0,26.0,20.0,0.0,perfil3
259567435.0,Tecnólogo,UFF,SEM EXPERIÊNCIA,e-commerce,1.0,1.0,1.0,7.0,Linkedin,10.0,3.0,,0.0,perfil6
510397343.0,Especialização,,,Laminados,,1.0,1.0,7.0,Instagram,96.0,32.0,28.0,0.0,perfil2
,Tecnólogo,UNIVERSIDADE CRUZEIRO DO SUL,Coordenador,e-commerce,1.0,,,7.0,Saint Paul,45.0,16.0,13.0,0.0,perfil4
,SEM FORMAÇÃO,UNICAMP,Engenheiro,Entretenimento,0.0,0.0,1.0,2.0,Saint Paul,56.0,13.0,11.0,0.0,perfil4
130364099.0,SEM FORMAÇÃO,Universidade Metodista de Sao Paulo,Diretor,Laminados,1.0,1.0,1.0,2.0,Google,174.0,71.0,60.0,0.0,perfil2
590109903.0,Tecnólogo,UFF,Outros,Estado,1.0,1.0,1.0,7.0,Instagram,64.0,35.0,34.0,1.0,perfil1
405967059.0,MBA,FGV-RJ,Supervisor,Borracha,0.0,0.0,1.0,9.0,Outros,138.0,88.0,83.0,0.0,perfil2
745363848.0,,,Advogado,e-commerce,0.0,,1.0,5.0,,33.0,14.0,12.0,,perfil4
,Especialização,Escola Paulista de Direito,Assessor,Oleo e Gas,1.0,1.0,1.0,4.0,Outros,68.0,15.0,11.0,0.0,perfil4
341054623.0,,UNIVERSIDADE PRESBITERIANA MACKENZIE,SEM EXPERIÊNCIA,e-commerce,1.0,1.0,1.0,6.0,Linkedin,10.0,8.0,4.0,0.0,perfil6
254840879.0,Bacharelado,UFPE,Outros,Estado,0.0,0.0,1.0,9.0,Mídia (revista/jornal/web),112.0,29.0,,0.0,perfil2
793322029.0,Tecnólogo,INSPER INSTITUTO DE ENSINO E PESQUISA,Analista Senior,Oleo e Gas,0.0,,1.0,4.0,Instagram,48.0,11.0,8.0,0.0,perfil5
497892721.0,Tecnólogo,UFRJ,SEM EXPERIÊNCIA,servicos,0.0,,1.0,2.0,Outros,29.0,6.0,3.0,0.0,perfil6
144781750.0,,Escola Paulista de Direito,Outros,,1.0,1.0,1.0,4.0,Instagram,10.0,8.0,6.0,0.0,perfil5
370041220.0,Especialização,FGV-RJ,Diretor,Montadora,1.0,1.0,1.0,5.0,,154.0,71.0,63.0,2.0,perfil1
209834450.0,MBA,UNICAMP,,Siderurgica,,0.0,1.0,7.0,Outros,123.0,32.0,17.0,0.0,perfil3
,Bacharelado,UNIP,Diretor,Siderurgica,,1.0,1.0,3.0,Mídia (revista/jornal/web),221.0,140.0,132.0,1.0,perfil1
722757657.0,Especialização,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Gerente,Siderurgica,1.0,1.0,1.0,5.0,Mídia (revista/jornal/web),33.0,,4.0,0.0,perfil6
734538957.0,SEM FORMAÇÃO,Escola Paulista de Direito,Supervisor,Borracha,0.0,0.0,,,Mídia (revista/jornal/web),53.0,19.0,19.0,1.0,perfil1
610491008.0,SEM FORMAÇÃO,UNIVERSIDADE NOVE DE JULHO,Analista,,1.0,1.0,1.0,4.0,Google,10.0,10.0,10.0,,perfil4
950878321.0,,Unesp,Analista Senior,,,1.0,1.0,6.0,Linkedin,27.0,5.0,3.0,,perfil6
939976275.0,Licenciatura,UNIVERSIDADE NOVE DE JULHO,Sócio/Dono/Proprietário,Oleo e Gas,0.0,0.0,1.0,9.0,Instagram,140.0,55.0,42.0,0.0,perfil2
874484311.0,Licenciatura,Escola Paulista de Direito,Gerente,servicos,0.0,,1.0,7.0,Facebook,53.0,21.0,11.0,0.0,perfil4
331902672.0,Tecnólogo,FATEC,Analista,Laminados,1.0,,,4.0,Mídia (revista/jornal/web),,31.0,31.0,0.0,perfil2
,,UNIVERSIDADE NOVE DE JULHO,Engenheiro,Eletroeletronicos,,0.0,1.0,9.0,Linkedin,132.0,34.0,23.0,0.0,perfil2
107164466.0,Bacharelado,UEPB,Outros,Montadora,0.0,0.0,1.0,9.0,Linkedin,27.0,27.0,27.0,0.0,perfil2
378571717.0,Licenciatura,UNICAMP,Diretor,,0.0,0.0,1.0,2.0,Outros,54.0,42.0,39.0,,perfil2
801800702.0,Especialização,UFF,Outros,Eletroeletronicos,0.0,,1.0,,YouTube,31.0,12.0,9.0,,perfil4
886777409.0,SEM FORMAÇÃO,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Engenheiro,e-commerce,1.0,1.0,1.0,3.0,Linkedin,10.0,7.0,1.0,0.0,perfil6
115891177.0,Especialização,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Coordenador,servicos,1.0,1.0,1.0,10.0,Linkedin,20.0,,,0.0,perfil5
798619696.0,Bacharelado,UFPE,Advogado,,,1.0,1.0,10.0,Google,10.0,4.0,2.0,,perfil6
767245784.0,,UFRN,Analista,Estado,1.0,1.0,,8.0,,,,3.0,0.0,perfil6
744428750.0,SEM FORMAÇÃO,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,,Eletrodomesticos,0.0,0.0,1.0,5.0,Minha empresa - benefício LITpass,125.0,33.0,28.0,0.0,perfil2
484155908.0,Tecnólogo,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Sócio/Dono/Proprietário,Laminados,1.0,1.0,1.0,3.0,Mídia (revista/jornal/web),38.0,5.0,2.0,0.0,perfil6
167745126.0,SEM FORMAÇÃO,Escola Paulista de Direito,SEM EXPERIÊNCIA,,0.0,0.0,1.0,6.0,Minha empresa - benefício LITpass,31.0,31.0,31.0,0.0,perfil2
245899246.0,,UNIVERSIDADE CRUZEIRO DO SUL,,,0.0,0.0,1.0,9.0,Saint Paul,22.0,9.0,6.0,0.0,perfil5
436317280.0,Bacharelado,,Gerente,Oleo e Gas,0.0,0.0,1.0,5.0,Linkedin,29.0,29.0,29.0,1.0,perfil1
430035773.0,MBA,UEPB,Sócio/Dono/Proprietário,Eletroeletronicos,0.0,,,8.0,Minha empresa - benefício LITpass,148.0,67.0,54.0,0.0,perfil2
669375150.0,MBA,UFPE,Diretor,Oleo e Gas,0.0,,1.0,3.0,Outros,18.0,18.0,18.0,0.0,perfil3
,MBA,FATEC,Outros,Laminados,0.0,0.0,1.0,5.0,Google,229.0,188.0,171.0,0.0,perfil2
203338095.0,Especialização,UFSCar,Gerente,Eletroeletronicos,0.0,0.0,1.0,4.0,Outros,98.0,,94.0,2.0,perfil1
762114984.0,Especialização,UNIVERSIDADE CRUZEIRO DO SUL,Assessor,e-commerce,1.0,,1.0,3.0,Outros,33.0,7.0,6.0,0.0,perfil5
107518535.0,Especialização,Unesp,Diretor,,0.0,0.0,1.0,,Linkedin,225.0,73.0,49.0,0.0,perfil2
,SEM FORMAÇÃO,UNIP,,Eletroeletronicos,1.0,1.0,1.0,9.0,Facebook,30.0,28.0,26.0,0.0,perfil2
969201587.0,SEM FORMAÇÃO,UNIVERSIDADE CRUZEIRO DO SUL,Gerente,e-commerce,,0.0,1.0,3.0,Mídia (revista/jornal/web),10.0,4.0,2.0,0.0,perfil6
238257688.0,Licenciatura,UFF,Outros,e-commerce,1.0,1.0,1.0,,Google,27.0,4.0,1.0,0.0,perfil6
432600067.0,Licenciatura,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Coordenador,Montadora,1.0,1.0,1.0,3.0,Saint Paul,49.0,31.0,27.0,0.0,perfil2
638743771.0,MBA,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Assessor,Estado,0.0,0.0,,5.0,,249.0,218.0,213.0,7.0,perfil1
,,UNIP,Advogado,Entretenimento,0.0,0.0,1.0,7.0,YouTube,75.0,37.0,34.0,1.0,perfil1
919885901.0,SEM FORMAÇÃO,INSPER INSTITUTO DE ENSINO E PESQUISA,,,0.0,0.0,1.0,2.0,Mídia (revista/jornal/web),31.0,31.0,31.0,1.0,perfil1
975255778.0,,UNIVERSIDADE NOVE DE JULHO,Assessor,e-commerce,0.0,0.0,1.0,,Outros,190.0,106.0,93.0,0.0,perfil2
860581810.0,Bacharelado,,Analista Senior,,1.0,,1.0,,Outros,10.0,4.0,3.0,0.0,perfil6
588870994.0,,UFSCar,Diretor,,0.0,0.0,1.0,8.0,Saint Paul,267.0,71.0,39.0,0.0,perfil2
181148458.0,MBA,UEPB,Analista,Borracha,0.0,,1.0,,Facebook,185.0,94.0,82.0,0.0,perfil2
784048299.0,Bacharelado,Universidade Metodista de Sao Paulo,Assessor,e-commerce,0.0,,1.0,,,378.0,181.0,152.0,,perfil2
607061664.0,Licenciatura,Universidade Metodista de Sao Paulo,Analista Senior,,0.0,0.0,1.0,,,,4.0,,0.0,perfil6
718570018.0,SEM FORMAÇÃO,UFRJ,Supervisor,Borracha,0.0,0.0,1.0,4.0,Mídia (revista/jornal/web),40.0,6.0,4.0,0.0,perfil6
236784041.0,Especialização,UNIVERSIDADE PRESBITERIANA MACKENZIE,Sócio/Dono/Proprietário,Montadora,,1.0,1.0,6.0,Outros,125.0,92.0,91.0,0.0,perfil2
966556857.0,Bacharelado,FACULDADE ANHANGUERA,Sócio/Dono/Proprietário,servicos,0.0,0.0,1.0,5.0,YouTube,9.0,4.0,1.0,0.0,perfil6
181574431.0,MBA,INSPER INSTITUTO DE ENSINO E PESQUISA,Assessor,Siderurgica,1.0,1.0,1.0,9.0,Saint Paul,32.0,2.0,1.0,0.0,perfil6
,MBA,Escola Paulista de Direito,Supervisor,Oleo e Gas,,0.0,1.0,8.0,Outros,31.0,31.0,31.0,0.0,perfil2
458478693.0,Tecnólogo,UNIVERSIDADE CRUZEIRO DO SUL,Engenheiro,,0.0,0.0,1.0,10.0,Mídia (revista/jornal/web),10.0,10.0,10.0,0.0,perfil4
837385580.0,MBA,UFSCar,SEM EXPERIÊNCIA,Eletrodomesticos,0.0,,1.0,,Linkedin,,6.0,3.0,0.0,perfil6
175633839.0,Bacharelado,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Outros,Eletroeletronicos,1.0,1.0,1.0,,,56.0,37.0,22.0,1.0,perfil1
564969531.0,Especialização,UFPE,Advogado,servicos,0.0,0.0,1.0,6.0,,99.0,44.0,42.0,1.0,perfil1
299469673.0,SEM FORMAÇÃO,,Gerente,Borracha,0.0,0.0,1.0,4.0,Saint Paul,31.0,29.0,29.0,0.0,perfil2
447050284.0,,UFRN,Analista Senior,,0.0,0.0,1.0,8.0,Google,21.0,13.0,9.0,0.0,perfil4
250084481.0,Tecnólogo,FATEC,Diretor,Estado,1.0,1.0,,6.0,Facebook,20.0,2.0,1.0,,perfil6
562373007.0,Especialização,Unesp,SEM EXPERIÊNCIA,Oleo e Gas,0.0,,1.0,,Outros,29.0,4.0,2.0,0.0,perfil6
730045795.0,Tecnólogo,UFRJ,Diretor,Montadora,1.0,1.0,,8.0,Linkedin,30.0,3.0,1.0,0.0,perfil6
454333645.0,Especialização,UEPB,Sócio/Dono/Proprietário,Siderurgica,1.0,1.0,1.0,10.0,Outros,127.0,83.0,55.0,0.0,perfil2
990907944.0,Licenciatura,FACULDADE ANHANGUERA,Outros,Entretenimento,0.0,0.0,1.0,3.0,,21.0,21.0,21.0,0.0,perfil2
625843848.0,,UFSCar,SEM EXPERIÊNCIA,Estado,1.0,1.0,1.0,6.0,Minha empresa - benefício LITpass,368.0,59.0,40.0,0.0,perfil2
488607937.0,Bacharelado,UFPE,,Estado,1.0,1.0,,6.0,Outros,,92.0,68.0,0.0,perfil2
379119695.0,Especialização,UFPE,Diretor,servicos,1.0,1.0,,4.0,YouTube,,3.0,1.0,0.0,perfil6
910439872.0,MBA,UFF,Gerente,Laminados,0.0,0.0,1.0,6.0,Saint Paul,83.0,27.0,20.0,0.0,perfil3
,Licenciatura,UNIVERSIDADE CRUZEIRO DO SUL,Diretor,Oleo e Gas,1.0,,1.0,6.0,Outros,56.0,6.0,,0.0,perfil6
160255703.0,Bacharelado,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Advogado,servicos,0.0,0.0,1.0,6.0,Linkedin,10.0,2.0,1.0,0.0,perfil6
158214082.0,Licenciatura,,Analista Senior,Entretenimento,0.0,0.0,1.0,3.0,YouTube,119.0,36.0,,0.0,perfil2
,,,Diretor,Eletroeletronicos,1.0,1.0,1.0,,Minha empresa - benefício LITpass,52.0,7.0,3.0,0.0,perfil6
535685321.0,,USP,Engenheiro,Eletrodomesticos,0.0,0.0,1.0,5.0,Saint Paul,109.0,34.0,,0.0,perfil2
557098773.0,MBA,UFRJ,Analista,Eletrodomesticos,0.0,0.0,1.0,,,284.0,39.0,22.0,0.0,perfil2
,Bacharelado,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Outros,e-commerce,0.0,0.0,,5.0,Linkedin,10.0,3.0,2.0,0.0,perfil6
914115654.0,,UNIP,Outros,Montadora,0.0,0.0,1.0,2.0,YouTube,116.0,,116.0,4.0,perfil1
434182371.0,Tecnólogo,UNICAMP,,Montadora,,1.0,1.0,2.0,,,6.0,2.0,0.0,perfil6
975741021.0,SEM FORMAÇÃO,UNICAMP,SEM EXPERIÊNCIA,e-commerce,1.0,1.0,1.0,8.0,Outros,42.0,,,0.0,perfil3
977274289.0,Tecnólogo,FACULDADE ANHANGUERA,Coordenador,,0.0,0.0,1.0,4.0,Mídia (revista/jornal/web),63.0,8.0,6.0,0.0,perfil5
702030399.0,,,Sócio/Dono/Proprietário,Siderurgica,,1.0,1.0,10.0,Instagram,,19.0,8.0,0.0,perfil5
146295584.0,,FATEC,Outros,Borracha,1.0,1.0,1.0,10.0,,61.0,22.0,18.0,0.0,perfil3
737877841.0,SEM FORMAÇÃO,USP,Outros,Estado,0.0,,1.0,8.0,,56.0,44.0,40.0,0.0,perfil2
734647107.0,Bacharelado,,Diretor,servicos,1.0,1.0,1.0,2.0,Instagram,,9.0,8.0,0.0,perfil5
909818092.0,Tecnólogo,UEPB,Outros,servicos,1.0,1.0,1.0,4.0,Linkedin,,33.0,,0.0,perfil3
997083443.0,Licenciatura,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,SEM EXPERIÊNCIA,,0.0,0.0,1.0,3.0,Linkedin,33.0,10.0,7.0,0.0,perfil5
664355141.0,SEM FORMAÇÃO,UFSCar,,,1.0,1.0,1.0,10.0,Facebook,357.0,66.0,59.0,0.0,perfil2
845536654.0,SEM FORMAÇÃO,UNIVERSIDADE CRUZEIRO DO SUL,,Estado,1.0,1.0,1.0,9.0,Minha empresa - benefício LITpass,102.0,19.0,11.0,0.0,perfil4
,SEM FORMAÇÃO,INSPER INSTITUTO DE ENSINO E PESQUISA,Diretor,Eletroeletronicos,1.0,1.0,,4.0,Google,10.0,4.0,2.0,,perfil6
170093256.0,Especialização,INSPER INSTITUTO DE ENSINO E PESQUISA,Analista,Entretenimento,0.0,0.0,1.0,5.0,YouTube,27.0,3.0,1.0,,perfil6
101370340.0,Bacharelado,UNICAMP,Analista,e-commerce,0.0,0.0,1.0,9.0,Facebook,,5.0,,0.0,perfil6
833313910.0,Bacharelado,UFPE,Diretor,e-commerce,0.0,,,8.0,Outros,141.0,37.0,27.0,0.0,perfil2
612450921.0,MBA,FATEC,Diretor,Eletrodomesticos,1.0,,1.0,4.0,Linkedin,343.0,224.0,195.0,2.0,perfil1
,SEM FORMAÇÃO,Universidade Metodista de Sao Paulo,Assessor,Laminados,0.0,0.0,1.0,5.0,Saint Paul,118.0,116.0,116.0,3.0,perfil1
194561329.0,Tecnólogo,UFPE,SEM EXPERIÊNCIA,Laminados,0.0,0.0,1.0,6.0,Outros,41.0,5.0,,0.0,perfil6
725176809.0,Bacharelado,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Supervisor,,0.0,0.0,1.0,3.0,Outros,157.0,112.0,107.0,3.0,perfil1
439301420.0,SEM FORMAÇÃO,UNIVERSIDADE CRUZEIRO DO SUL,SEM EXPERIÊNCIA,Laminados,0.0,,1.0,10.0,Minha empresa - benefício LITpass,10.0,10.0,9.0,,perfil1
521007133.0,Especialização,Escola Paulista de Direito,Engenheiro,Borracha,1.0,1.0,1.0,5.0,Saint Paul,42.0,29.0,23.0,,perfil2
795080225.0,Especialização,UEPB,SEM EXPERIÊNCIA,Siderurgica,,1.0,1.0,7.0,Outros,88.0,36.0,28.0,0.0,perfil2
539277411.0,Especialização,,Assessor,Laminados,0.0,0.0,1.0,7.0,Outros,29.0,17.0,11.0,0.0,perfil4
891537644.0,Especialização,Unesp,Coordenador,,0.0,0.0,1.0,2.0,Linkedin,,3.0,,0.0,perfil6
788663117.0,Licenciatura,UFRJ,Engenheiro,Laminados,0.0,0.0,1.0,7.0,Linkedin,31.0,4.0,,0.0,perfil6
476260388.0,Especialização,UNIVERSIDADE NOVE DE JULHO,Outros,Entretenimento,1.0,,1.0,6.0,Linkedin,10.0,8.0,5.0,0.0,perfil5
,Especialização,UNICAMP,Coordenador,Estado,,,1.0,9.0,Outros,41.0,7.0,6.0,0.0,perfil5
323924898.0,Especialização,FACULDADE ANHANGUERA,Assessor,Oleo e Gas,1.0,,1.0,8.0,YouTube,33.0,8.0,,0.0,perfil5
396333879.0,SEM FORMAÇÃO,UFPE,Diretor,Eletroeletronicos,0.0,,1.0,2.0,YouTube,67.0,62.0,58.0,1.0,perfil1
570685152.0,Bacharelado,FACULDADE ANHANGUERA,Engenheiro,Montadora,0.0,0.0,1.0,2.0,Facebook,162.0,49.0,31.0,0.0,perfil2
270907177.0,Tecnólogo,FATEC,Sócio/Dono/Proprietário,Eletrodomesticos,1.0,1.0,1.0,5.0,Mídia (revista/jornal/web),50.0,37.0,36.0,0.0,perfil2
402117463.0,SEM FORMAÇÃO,UFRJ,Assessor,Borracha,,1.0,1.0,6.0,,250.0,,145.0,0.0,perfil2
525813274.0,Tecnólogo,UNICAMP,Analista Senior,,1.0,1.0,1.0,6.0,Minha empresa - benefício LITpass,31.0,18.0,17.0,0.0,perfil3
246444342.0,Bacharelado,,Outros,Estado,0.0,0.0,1.0,3.0,Mídia (revista/jornal/web),29.0,2.0,1.0,0.0,perfil6
944000857.0,SEM FORMAÇÃO,FACULDADE ANHANGUERA,Outros,Entretenimento,1.0,1.0,1.0,9.0,Instagram,27.0,,,0.0,perfil5
586984058.0,Tecnólogo,Universidade Metodista de Sao Paulo,Diretor,Siderurgica,0.0,0.0,1.0,10.0,Minha empresa - benefício LITpass,50.0,22.0,21.0,1.0,perfil1
838389181.0,Especialização,UFPE,Outros,Entretenimento,0.0,0.0,1.0,4.0,Linkedin,100.0,99.0,99.0,2.0,perfil1
112128396.0,Tecnólogo,Unesp,Analista Senior,Borracha,0.0,0.0,1.0,2.0,Linkedin,37.0,,12.0,0.0,perfil4
166690635.0,Especialização,Escola Paulista de Direito,Coordenador,,1.0,1.0,1.0,,YouTube,,,15.0,0.0,perfil3
795328329.0,SEM FORMAÇÃO,FACULDADE ANHANGUERA,Assessor,Eletrodomesticos,0.0,0.0,1.0,9.0,,177.0,86.0,82.0,2.0,perfil1
659222351.0,,UFRN,,Borracha,,,1.0,6.0,Outros,30.0,3.0,1.0,0.0,perfil6
,Tecnólogo,FGV-RJ,Diretor,Eletroeletronicos,,1.0,1.0,7.0,Saint Paul,31.0,2.0,1.0,0.0,perfil6
219283412.0,,UFSCar,,,,0.0,1.0,2.0,Outros,30.0,23.0,8.0,0.0,perfil5
842577974.0,,FATEC,Coordenador,Oleo e Gas,,0.0,1.0,9.0,Linkedin,32.0,7.0,1.0,0.0,perfil6
189690705.0,Licenciatura,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,SEM EXPERIÊNCIA,Siderurgica,0.0,0.0,1.0,5.0,Google,421.0,88.0,52.0,0.0,perfil2
644309181.0,Bacharelado,UNICAMP,Coordenador,Estado,0.0,0.0,1.0,8.0,Outros,,8.0,6.0,,perfil1
453057814.0,Especialização,UFF,,Eletrodomesticos,0.0,0.0,1.0,2.0,Instagram,27.0,,2.0,0.0,perfil6
742479392.0,SEM FORMAÇÃO,,Analista Senior,,0.0,0.0,1.0,9.0,Minha empresa - benefício LITpass,233.0,,26.0,0.0,perfil2
720707344.0,Especialização,UFF,Gerente,Montadora,0.0,0.0,1.0,8.0,Outros,19.0,12.0,,0.0,perfil5
,Licenciatura,UNIVERSIDADE NOVE DE JULHO,Outros,Laminados,1.0,1.0,,,Outros,30.0,19.0,9.0,3.0,perfil1
,Bacharelado,Unesp,Analista,Siderurgica,0.0,0.0,1.0,3.0,Minha empresa - benefício LITpass,,34.0,33.0,0.0,perfil2
312488406.0,Especialização,UEPB,Analista,e-commerce,0.0,0.0,,7.0,Linkedin,31.0,,7.0,0.0,perfil5
418611548.0,Especialização,UNICAMP,Sócio/Dono/Proprietário,Entretenimento,1.0,1.0,1.0,4.0,Saint Paul,63.0,11.0,7.0,0.0,perfil5
,,Unesp,Engenheiro,e-commerce,,0.0,1.0,8.0,Outros,10.0,8.0,7.0,0.0,perfil5
896374065.0,SEM FORMAÇÃO,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,Engenheiro,servicos,1.0,1.0,1.0,,Linkedin,129.0,32.0,16.0,0.0,perfil3
206342519.0,SEM FORMAÇÃO,,Analista,,0.0,0.0,1.0,6.0,Instagram,182.0,163.0,159.0,0.0,perfil2
162195241.0,Tecnólogo,UEPB,Diretor,Oleo e Gas,1.0,1.0,1.0,7.0,Mídia (revista/jornal/web),29.0,29.0,29.0,0.0,perfil2
218551965.0,Tecnólogo,UNICAMP,Gerente,Estado,0.0,0.0,1.0,,Google,357.0,107.0,82.0,0.0,perfil2
100892933.0,Bacharelado,Universidade Metodista de Sao Paulo,Gerente,servicos,,1.0,1.0,7.0,Outros,56.0,11.0,8.0,0.0,perfil5
975807594.0,SEM FORMAÇÃO,,Gerente,,0.0,0.0,1.0,8.0,,62.0,5.0,3.0,0.0,perfil6
665146385.0,Especialização,UFSCar,Gerente,,1.0,1.0,1.0,2.0,Mídia (revista/jornal/web),61.0,58.0,,,perfil2
811334981.0,MBA,UNICAMP,Analista,Entretenimento,0.0,,1.0,4.0,Mídia (revista/jornal/web),29.0,9.0,6.0,0.0,perfil5
825268793.0,Bacharelado,UNIVERSIDADE NOVE DE JULHO,Analista Senior,e-commerce,0.0,0.0,1.0,6.0,Instagram,137.0,137.0,,0.0,perfil2
628541280.0,SEM FORMAÇÃO,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Diretor,Entretenimento,,1.0,1.0,,Outros,100.0,57.0,51.0,0.0,perfil2
684834542.0,Licenciatura,UNIVERSIDADE CRUZEIRO DO SUL,,Eletrodomesticos,1.0,1.0,1.0,2.0,Linkedin,76.0,37.0,27.0,0.0,perfil2
191090258.0,Tecnólogo,UNIVERSIDADE PRESBITERIANA MACKENZIE,Supervisor,servicos,1.0,1.0,1.0,7.0,,,69.0,68.0,1.0,perfil1
292780359.0,Especialização,UNIVERSIDADE CRUZEIRO DO SUL,Diretor,Montadora,0.0,0.0,1.0,,Minha empresa - benefício LITpass,151.0,151.0,150.0,0.0,perfil2
372983523.0,Licenciatura,UFSCar,Engenheiro,,1.0,1.0,1.0,7.0,Outros,226.0,74.0,51.0,0.0,perfil2
,Bacharelado,UFSCar,Analista,Eletrodomesticos,0.0,0.0,1.0,4.0,Minha empresa - benefício LITpass,68.0,45.0,38.0,0.0,perfil2
337030307.0,MBA,FATEC,Advogado,Entretenimento,0.0,0.0,1.0,5.0,Outros,21.0,17.0,15.0,0.0,perfil3
551184616.0,Bacharelado,UNICAMP,Advogado,Siderurgica,,1.0,,4.0,YouTube,10.0,3.0,1.0,0.0,perfil6
620588369.0,SEM FORMAÇÃO,INSPER INSTITUTO DE ENSINO E PESQUISA,Analista Senior,Eletroeletronicos,0.0,0.0,1.0,6.0,Google,10.0,3.0,1.0,0.0,perfil6
,SEM FORMAÇÃO,INSPER INSTITUTO DE ENSINO E PESQUISA,Engenheiro,Eletroeletronicos,0.0,0.0,1.0,4.0,Outros,10.0,3.0,2.0,0.0,perfil6
841169877.0,Especialização,UNICAMP,Sócio/Dono/Proprietário,Eletrodomesticos,1.0,1.0,,5.0,,10.0,3.0,1.0,0.0,perfil6
632595829.0,,UFSCar,Analista,Estado,0.0,0.0,,8.0,Outros,31.0,,,0.0,perfil5
850149582.0,Especialização,UFRJ,Analista Senior,Borracha,0.0,0.0,1.0,8.0,Linkedin,36.0,3.0,1.0,0.0,perfil6
927924888.0,Licenciatura,FACULDADE ANHANGUERA,Diretor,Oleo e Gas,1.0,1.0,1.0,,Minha empresa - benefício LITpass,,4.0,2.0,0.0,perfil6
,Tecnólogo,Unesp,,Siderurgica,0.0,0.0,,6.0,Minha empresa - benefício LITpass,63.0,,24.0,,perfil2
,Tecnólogo,UFPE,Analista Senior,Eletroeletronicos,,,1.0,5.0,,27.0,4.0,2.0,0.0,perfil6
,Licenciatura,UEPB,SEM EXPERIÊNCIA,Borracha,0.0,0.0,1.0,9.0,Saint Paul,157.0,43.0,22.0,0.0,perfil2
,Bacharelado,CENTRO UNIVERSITÁRIO ESTÁCIO DA SÁ,,,0.0,0.0,1.0,7.0,Facebook,21.0,21.0,21.0,,perfil1
473548091.0,,FATEC,Analista,,0.0,,1.0,2.0,Instagram,10.0,8.0,7.0,0.0,perfil5
